Name,Account number,Date,OldValue,NewValue
TransportCo49,AB0000048,11/06/2025,Active,Blocked
TransportCo49,AB0000048,18/06/2025,Blocked,Active
TransportCo49,AB0000048,09/07/2025,Active,Blocked
TransportCo49,AB0000048,23/07/2025,Blocked,Active
TransportCo50,AB0000049,01/01/2025,Active,Blocked
TransportCo50,AB0000049,22/01/2025,Blocked,Active
TransportCo50,AB0000049,29/01/2025,Active,Blocked
TransportCo50,AB0000049,05/02/2025,Blocked,Active
TransportCo50,AB0000049,19/02/2025,Active,Blocked
TransportCo50,AB0000049,26/02/2025,Blocked,Active
TransportCo50,AB0000049,12/03/2025,Active,Blocked
TransportCo50,AB0000049,26/03/2025,Blocked,Active
TransportCo51,AB0000050,01/01/2025,Active,Blocked
TransportCo51,AB0000050,15/01/2025,Blocked,Active
TransportCo51,AB0000050,29/01/2025,Active,Blocked
TransportCo51,AB0000050,05/02/2025,Blocked,Active
TransportCo51,AB0000050,12/02/2025,Active,Blocked
TransportCo51,AB0000050,19/02/2025,Blocked,Active
TransportCo51,AB0000050,12/03/2025,Active,Blocked
TransportCo51,AB0000050,26/03/2025,Blocked,Active
TransportCo51,AB0000050,09/04/2025,Active,Blocked
TransportCo51,AB0000050,30/04/2025,Blocked,Active
TransportCo51,AB0000050,14/05/2025,Active,Blocked
TransportCo52,AB0000051,01/01/2025,Blocked,Active
TransportCo52,AB0000051,22/01/2025,Active,Blocked
TransportCo52,AB0000051,29/01/2025,Blocked,Active
TransportCo52,AB0000051,05/02/2025,Active,Blocked
TransportCo53,AB0000052,01/01/2025,Blocked,Active
TransportCo53,AB0000052,22/01/2025,Active,Blocked
TransportCo53,AB0000052,29/01/2025,Blocked,Active
TransportCo53,AB0000052,19/02/2025,Active,Blocked
TransportCo53,AB0000052,05/03/2025,Blocked,Active
TransportCo53,AB0000052,12/03/2025,Active,Blocked
TransportCo53,AB0000052,02/04/2025,Blocked,Active
TransportCo53,AB0000052,23/04/2025,Active,Blocked
TransportCo53,AB0000052,30/04/2025,Blocked,Active
TransportCo53,AB0000052,07/05/2025,Active,Blocked
TransportCo53,AB0000052,21/05/2025,Blocked,Active
TransportCo53,AB0000052,04/06/2025,Active,Blocked
TransportCo53,AB0000052,11/06/2025,Blocked,Active
TransportCo54,AB0000053,01/01/2025,Active,Blocked
TransportCo54,AB0000053,22/01/2025,Blocked,Active
TransportCo54,AB0000053,12/02/2025,Active,Blocked
TransportCo54,AB0000053,26/02/2025,Blocked,Active
TransportCo54,AB0000053,05/03/2025,Active,Blocked
TransportCo54,AB0000053,12/03/2025,Blocked,Active
TransportCo54,AB0000053,26/03/2025,Active,Blocked
TransportCo54,AB0000053,02/04/2025,Blocked,Active
TransportCo55,AB0000054,01/01/2025,Active,Blocked
TransportCo55,AB0000054,15/01/2025,Blocked,Active
TransportCo55,AB0000054,29/01/2025,Active,Blocked
TransportCo55,AB0000054,05/02/2025,Blocked,Active
TransportCo55,AB0000054,26/02/2025,Active,Blocked
TransportCo55,AB0000054,12/03/2025,Blocked,Active
TransportCo55,AB0000054,02/04/2025,Active,Blocked
TransportCo55,AB0000054,23/04/2025,Blocked,Active
TransportCo55,AB0000054,07/05/2025,Active,Blocked
TransportCo55,AB0000054,28/05/2025,Blocked,Active
TransportCo55,AB0000054,18/06/2025,Active,Blocked
TransportCo56,AB0000055,01/01/2025,Blocked,Active
TransportCo56,AB0000055,08/01/2025,Active,Blocked
TransportCo56,AB0000055,15/01/2025,Blocked,Active
TransportCo56,AB0000055,22/01/2025,Active,Blocked
TransportCo56,AB0000055,12/02/2025,Blocked,Active
TransportCo56,AB0000055,26/02/2025,Active,Blocked
TransportCo56,AB0000055,19/03/2025,Blocked,Active
TransportCo56,AB0000055,09/04/2025,Active,Blocked
TransportCo56,AB0000055,30/04/2025,Blocked,Active
TransportCo56,AB0000055,14/05/2025,Active,Blocked
TransportCo56,AB0000055,28/05/2025,Blocked,Active
TransportCo56,AB0000055,18/06/2025,Active,Blocked
TransportCo56,AB0000055,02/07/2025,Blocked,Active
TransportCo56,AB0000055,16/07/2025,Active,Blocked
TransportCo57,AB0000056,01/01/2025,Blocked,Active
TransportCo57,AB0000056,08/01/2025,Active,Blocked
TransportCo57,AB0000056,29/01/2025,Blocked,Active
TransportCo57,AB0000056,12/02/2025,Active,Blocked
TransportCo57,AB0000056,19/02/2025,Blocked,Active
TransportCo57,AB0000056,12/03/2025,Active,Blocked
TransportCo57,AB0000056,19/03/2025,Blocked,Active
TransportCo57,AB0000056,02/04/2025,Active,Blocked
TransportCo57,AB0000056,09/04/2025,Blocked,Active
TransportCo57,AB0000056,23/04/2025,Active,Blocked
TransportCo57,AB0000056,30/04/2025,Blocked,Active
TransportCo57,AB0000056,21/05/2025,Active,Blocked
TransportCo57,AB0000056,04/06/2025,Blocked,Active
TransportCo57,AB0000056,25/06/2025,Active,Blocked
TransportCo57,AB0000056,16/07/2025,Blocked,Active
TransportCo58,AB0000057,01/01/2025,Active,Blocked
TransportCo58,AB0000057,22/01/2025,Blocked,Active
TransportCo58,AB0000057,29/01/2025,Active,Blocked
TransportCo58,AB0000057,12/02/2025,Blocked,Active
TransportCo58,AB0000057,19/02/2025,Active,Blocked
TransportCo58,AB0000057,05/03/2025,Blocked,Active
TransportCo58,AB0000057,19/03/2025,Active,Blocked
TransportCo58,AB0000057,02/04/2025,Blocked,Active
TransportCo58,AB0000057,09/04/2025,Active,Blocked
TransportCo58,AB0000057,16/04/2025,Blocked,Active
TransportCo58,AB0000057,23/04/2025,Active,Blocked
TransportCo58,AB0000057,14/05/2025,Blocked,Active
TransportCo58,AB0000057,21/05/2025,Active,Blocked
TransportCo58,AB0000057,04/06/2025,Blocked,Active
TransportCo59,AB0000058,01/01/2025,Active,Blocked
TransportCo59,AB0000058,08/01/2025,Blocked,Active
TransportCo59,AB0000058,15/01/2025,Active,Blocked
TransportCo59,AB0000058,05/02/2025,Blocked,Active
TransportCo59,AB0000058,26/02/2025,Active,Blocked
TransportCo59,AB0000058,19/03/2025,Blocked,Active
TransportCo59,AB0000058,26/03/2025,Active,Blocked
TransportCo59,AB0000058,09/04/2025,Blocked,Active
TransportCo59,AB0000058,16/04/2025,Active,Blocked
TransportCo60,AB0000059,01/01/2025,Blocked,Active
TransportCo60,AB0000059,08/01/2025,Active,Blocked
TransportCo60,AB0000059,15/01/2025,Blocked,Active
TransportCo60,AB0000059,05/02/2025,Active,Blocked
TransportCo61,AB0000060,01/01/2025,Blocked,Active
TransportCo61,AB0000060,08/01/2025,Active,Blocked
TransportCo61,AB0000060,22/01/2025,Blocked,Active
TransportCo61,AB0000060,12/02/2025,Active,Blocked
TransportCo61,AB0000060,05/03/2025,Blocked,Active
TransportCo62,AB0000061,01/01/2025,Active,Blocked
TransportCo62,AB0000061,15/01/2025,Blocked,Active
TransportCo63,AB0000062,01/01/2025,Active,Blocked
TransportCo63,AB0000062,22/01/2025,Blocked,Active
TransportCo63,AB0000062,12/02/2025,Active,Blocked
TransportCo63,AB0000062,26/02/2025,Blocked,Active
TransportCo63,AB0000062,19/03/2025,Active,Blocked
TransportCo63,AB0000062,26/03/2025,Blocked,Active
TransportCo63,AB0000062,09/04/2025,Active,Blocked
TransportCo63,AB0000062,30/04/2025,Blocked,Active
TransportCo63,AB0000062,14/05/2025,Active,Blocked
TransportCo64,AB0000063,01/01/2025,Blocked,Active
TransportCo65,AB0000064,01/01/2025,Active,Blocked
TransportCo65,AB0000064,22/01/2025,Blocked,Active
TransportCo65,AB0000064,29/01/2025,Active,Blocked
TransportCo66,AB0000065,01/01/2025,Blocked,Active
TransportCo66,AB0000065,08/01/2025,Active,Blocked
TransportCo66,AB0000065,29/01/2025,Blocked,Active
TransportCo66,AB0000065,19/02/2025,Active,Blocked
TransportCo66,AB0000065,12/03/2025,Blocked,Active
TransportCo66,AB0000065,02/04/2025,Active,Blocked
TransportCo67,AB0000066,01/01/2025,Blocked,Active
TransportCo67,AB0000066,15/01/2025,Active,Blocked
TransportCo67,AB0000066,22/01/2025,Blocked,Active
TransportCo68,AB0000067,01/01/2025,Active,Blocked
TransportCo68,AB0000067,22/01/2025,Blocked,Active
TransportCo68,AB0000067,29/01/2025,Active,Blocked
TransportCo68,AB0000067,05/02/2025,Blocked,Active
TransportCo68,AB0000067,26/02/2025,Active,Blocked
TransportCo69,AB0000068,01/01/2025,Blocked,Active
TransportCo69,AB0000068,08/01/2025,Active,Blocked
TransportCo69,AB0000068,29/01/2025,Blocked,Active
TransportCo69,AB0000068,19/02/2025,Active,Blocked
TransportCo69,AB0000068,12/03/2025,Blocked,Active
TransportCo69,AB0000068,02/04/2025,Active,Blocked
TransportCo69,AB0000068,23/04/2025,Blocked,Active
TransportCo69,AB0000068,07/05/2025,Active,Blocked
TransportCo69,AB0000068,28/05/2025,Blocked,Active
TransportCo69,AB0000068,18/06/2025,Active,Blocked
TransportCo69,AB0000068,25/06/2025,Blocked,Active
TransportCo69,AB0000068,09/07/2025,Active,Blocked
TransportCo69,AB0000068,16/07/2025,Blocked,Active
TransportCo69,AB0000068,30/07/2025,Active,Blocked
TransportCo70,AB0000069,01/01/2025,Blocked,Active
TransportCo70,AB0000069,22/01/2025,Active,Blocked
TransportCo70,AB0000069,12/02/2025,Blocked,Active
TransportCo70,AB0000069,05/03/2025,Active,Blocked
TransportCo70,AB0000069,26/03/2025,Blocked,Active
TransportCo70,AB0000069,16/04/2025,Active,Blocked
TransportCo70,AB0000069,23/04/2025,Blocked,Active
TransportCo70,AB0000069,14/05/2025,Active,Blocked
TransportCo70,AB0000069,04/06/2025,Blocked,Active
TransportCo70,AB0000069,25/06/2025,Active,Blocked
TransportCo71,AB0000070,01/01/2025,Blocked,Active
TransportCo71,AB0000070,22/01/2025,Active,Blocked
TransportCo71,AB0000070,05/02/2025,Blocked,Active
TransportCo72,AB0000071,01/01/2025,Active,Blocked
TransportCo72,AB0000071,22/01/2025,Blocked,Active
TransportCo72,AB0000071,29/01/2025,Active,Blocked
TransportCo73,AB0000072,01/01/2025,Blocked,Active
TransportCo73,AB0000072,15/01/2025,Active,Blocked
TransportCo73,AB0000072,22/01/2025,Blocked,Active
TransportCo73,AB0000072,05/02/2025,Active,Blocked
TransportCo73,AB0000072,26/02/2025,Blocked,Active
TransportCo73,AB0000072,19/03/2025,Active,Blocked
TransportCo73,AB0000072,02/04/2025,Blocked,Active
TransportCo73,AB0000072,23/04/2025,Active,Blocked
TransportCo73,AB0000072,30/04/2025,Blocked,Active
TransportCo73,AB0000072,14/05/2025,Active,Blocked
TransportCo73,AB0000072,28/05/2025,Blocked,Active
TransportCo73,AB0000072,04/06/2025,Active,Blocked
TransportCo73,AB0000072,18/06/2025,Blocked,Active
TransportCo73,AB0000072,02/07/2025,Active,Blocked
TransportCo74,AB0000073,01/01/2025,Blocked,Active
TransportCo74,AB0000073,15/01/2025,Active,Blocked
TransportCo74,AB0000073,29/01/2025,Blocked,Active
TransportCo74,AB0000073,19/02/2025,Active,Blocked
TransportCo74,AB0000073,12/03/2025,Blocked,Active
TransportCo74,AB0000073,02/04/2025,Active,Blocked
TransportCo75,AB0000074,01/01/2025,Blocked,Active
TransportCo76,AB0000075,01/01/2025,Active,Blocked
TransportCo76,AB0000075,08/01/2025,Blocked,Active
TransportCo76,AB0000075,22/01/2025,Active,Blocked
TransportCo76,AB0000075,29/01/2025,Blocked,Active
TransportCo76,AB0000075,12/02/2025,Active,Blocked
TransportCo76,AB0000075,05/03/2025,Blocked,Active
TransportCo76,AB0000075,19/03/2025,Active,Blocked
TransportCo76,AB0000075,02/04/2025,Blocked,Active
TransportCo76,AB0000075,23/04/2025,Active,Blocked
TransportCo76,AB0000075,14/05/2025,Blocked,Active
TransportCo76,AB0000075,21/05/2025,Active,Blocked
TransportCo76,AB0000075,11/06/2025,Blocked,Active
TransportCo76,AB0000075,18/06/2025,Active,Blocked
TransportCo76,AB0000075,09/07/2025,Blocked,Active
TransportCo76,AB0000075,23/07/2025,Active,Blocked
TransportCo77,AB0000076,01/01/2025,Blocked,Active
TransportCo77,AB0000076,22/01/2025,Active,Blocked
TransportCo77,AB0000076,12/02/2025,Blocked,Active
TransportCo77,AB0000076,19/02/2025,Active,Blocked
TransportCo78,AB0000077,01/01/2025,Blocked,Active
TransportCo78,AB0000077,15/01/2025,Active,Blocked
TransportCo78,AB0000077,05/02/2025,Blocked,Active
TransportCo78,AB0000077,19/02/2025,Active,Blocked
TransportCo78,AB0000077,05/03/2025,Blocked,Active
TransportCo78,AB0000077,19/03/2025,Active,Blocked
TransportCo79,AB0000078,01/01/2025,Blocked,Active
TransportCo79,AB0000078,22/01/2025,Active,Blocked
TransportCo79,AB0000078,12/02/2025,Blocked,Active
TransportCo79,AB0000078,19/02/2025,Active,Blocked
TransportCo80,AB0000079,01/01/2025,Blocked,Active
TransportCo80,AB0000079,22/01/2025,Active,Blocked
TransportCo80,AB0000079,29/01/2025,Blocked,Active
TransportCo80,AB0000079,05/02/2025,Active,Blocked
TransportCo80,AB0000079,19/02/2025,Blocked,Active
TransportCo80,AB0000079,05/03/2025,Active,Blocked
TransportCo80,AB0000079,19/03/2025,Blocked,Active
TransportCo80,AB0000079,26/03/2025,Active,Blocked
TransportCo80,AB0000079,02/04/2025,Blocked,Active
TransportCo80,AB0000079,23/04/2025,Active,Blocked
TransportCo80,AB0000079,07/05/2025,Blocked,Active
TransportCo81,AB0000080,01/01/2025,Active,Blocked
TransportCo81,AB0000080,08/01/2025,Blocked,Active
TransportCo81,AB0000080,15/01/2025,Active,Blocked
TransportCo81,AB0000080,05/02/2025,Blocked,Active
TransportCo81,AB0000080,26/02/2025,Active,Blocked
TransportCo81,AB0000080,19/03/2025,Blocked,Active
TransportCo81,AB0000080,02/04/2025,Active,Blocked
TransportCo81,AB0000080,23/04/2025,Blocked,Active
TransportCo81,AB0000080,07/05/2025,Active,Blocked
TransportCo81,AB0000080,21/05/2025,Blocked,Active
TransportCo82,AB0000081,01/01/2025,Active,Blocked
TransportCo82,AB0000081,22/01/2025,Blocked,Active
TransportCo82,AB0000081,29/01/2025,Active,Blocked
TransportCo82,AB0000081,19/02/2025,Blocked,Active
TransportCo82,AB0000081,12/03/2025,Active,Blocked
TransportCo82,AB0000081,02/04/2025,Blocked,Active
TransportCo82,AB0000081,23/04/2025,Active,Blocked
TransportCo82,AB0000081,14/05/2025,Blocked,Active
TransportCo82,AB0000081,21/05/2025,Active,Blocked
TransportCo82,AB0000081,04/06/2025,Blocked,Active
TransportCo82,AB0000081,11/06/2025,Active,Blocked
TransportCo83,AB0000082,01/01/2025,Blocked,Active
TransportCo83,AB0000082,08/01/2025,Active,Blocked
TransportCo83,AB0000082,29/01/2025,Blocked,Active
TransportCo83,AB0000082,05/02/2025,Active,Blocked
TransportCo83,AB0000082,26/02/2025,Blocked,Active
TransportCo83,AB0000082,05/03/2025,Active,Blocked
TransportCo83,AB0000082,26/03/2025,Blocked,Active
TransportCo83,AB0000082,09/04/2025,Active,Blocked
TransportCo83,AB0000082,23/04/2025,Blocked,Active
TransportCo83,AB0000082,30/04/2025,Active,Blocked
TransportCo84,AB0000083,01/01/2025,Blocked,Active
TransportCo84,AB0000083,15/01/2025,Active,Blocked
TransportCo84,AB0000083,29/01/2025,Blocked,Active
TransportCo84,AB0000083,12/02/2025,Active,Blocked
TransportCo84,AB0000083,19/02/2025,Blocked,Active
TransportCo84,AB0000083,05/03/2025,Active,Blocked
TransportCo84,AB0000083,19/03/2025,Blocked,Active
TransportCo84,AB0000083,26/03/2025,Active,Blocked
TransportCo84,AB0000083,02/04/2025,Blocked,Active
TransportCo85,AB0000084,01/01/2025,Active,Blocked
TransportCo85,AB0000084,15/01/2025,Blocked,Active
TransportCo85,AB0000084,05/02/2025,Active,Blocked
TransportCo85,AB0000084,12/02/2025,Blocked,Active
TransportCo85,AB0000084,26/02/2025,Active,Blocked
TransportCo85,AB0000084,05/03/2025,Blocked,Active
TransportCo85,AB0000084,12/03/2025,Active,Blocked
TransportCo86,AB0000085,01/01/2025,Blocked,Active
TransportCo86,AB0000085,22/01/2025,Active,Blocked
TransportCo86,AB0000085,12/02/2025,Blocked,Active
TransportCo86,AB0000085,19/02/2025,Active,Blocked
TransportCo86,AB0000085,05/03/2025,Blocked,Active
TransportCo86,AB0000085,26/03/2025,Active,Blocked
TransportCo86,AB0000085,16/04/2025,Blocked,Active
TransportCo86,AB0000085,23/04/2025,Active,Blocked
TransportCo86,AB0000085,14/05/2025,Blocked,Active
TransportCo86,AB0000085,21/05/2025,Active,Blocked
TransportCo86,AB0000085,28/05/2025,Blocked,Active
TransportCo86,AB0000085,18/06/2025,Active,Blocked
TransportCo87,AB0000086,01/01/2025,Blocked,Active
TransportCo87,AB0000086,22/01/2025,Active,Blocked
TransportCo87,AB0000086,12/02/2025,Blocked,Active
TransportCo87,AB0000086,05/03/2025,Active,Blocked
TransportCo87,AB0000086,26/03/2025,Blocked,Active
TransportCo87,AB0000086,09/04/2025,Active,Blocked
TransportCo88,AB0000087,01/01/2025,Blocked,Active
TransportCo88,AB0000087,22/01/2025,Active,Blocked
TransportCo89,AB0000088,01/01/2025,Blocked,Active
TransportCo89,AB0000088,15/01/2025,Active,Blocked
TransportCo89,AB0000088,29/01/2025,Blocked,Active
TransportCo89,AB0000088,19/02/2025,Active,Blocked
TransportCo89,AB0000088,12/03/2025,Blocked,Active
TransportCo89,AB0000088,02/04/2025,Active,Blocked
TransportCo89,AB0000088,09/04/2025,Blocked,Active
TransportCo89,AB0000088,30/04/2025,Active,Blocked
TransportCo89,AB0000088,21/05/2025,Blocked,Active
TransportCo89,AB0000088,04/06/2025,Active,Blocked
TransportCo89,AB0000088,11/06/2025,Blocked,Active
TransportCo89,AB0000088,18/06/2025,Active,Blocked
TransportCo89,AB0000088,09/07/2025,Blocked,Active
TransportCo89,AB0000088,23/07/2025,Active,Blocked
TransportCo90,AB0000089,01/01/2025,Blocked,Active
TransportCo90,AB0000089,22/01/2025,Active,Blocked
TransportCo90,AB0000089,05/02/2025,Blocked,Active
TransportCo90,AB0000089,19/02/2025,Active,Blocked
TransportCo90,AB0000089,12/03/2025,Blocked,Active
TransportCo90,AB0000089,26/03/2025,Active,Blocked
TransportCo90,AB0000089,09/04/2025,Blocked,Active
TransportCo90,AB0000089,16/04/2025,Active,Blocked
TransportCo90,AB0000089,30/04/2025,Blocked,Active
TransportCo91,AB0000090,01/01/2025,Active,Blocked
TransportCo91,AB0000090,15/01/2025,Blocked,Active
TransportCo91,AB0000090,05/02/2025,Active,Blocked
TransportCo91,AB0000090,19/02/2025,Blocked,Active
TransportCo91,AB0000090,26/02/2025,Active,Blocked
TransportCo92,AB0000091,01/01/2025,Blocked,Active
TransportCo92,AB0000091,15/01/2025,Active,Blocked
TransportCo92,AB0000091,29/01/2025,Blocked,Active
TransportCo92,AB0000091,12/02/2025,Active,Blocked
TransportCo92,AB0000091,19/02/2025,Blocked,Active
TransportCo92,AB0000091,26/02/2025,Active,Blocked
TransportCo93,AB0000092,01/01/2025,Blocked,Active
TransportCo93,AB0000092,22/01/2025,Active,Blocked
TransportCo93,AB0000092,05/02/2025,Blocked,Active
TransportCo93,AB0000092,26/02/2025,Active,Blocked
TransportCo93,AB0000092,19/03/2025,Blocked,Active
TransportCo93,AB0000092,26/03/2025,Active,Blocked
TransportCo93,AB0000092,02/04/2025,Blocked,Active
TransportCo93,AB0000092,09/04/2025,Active,Blocked
TransportCo93,AB0000092,23/04/2025,Blocked,Active
TransportCo93,AB0000092,30/04/2025,Active,Blocked
TransportCo93,AB0000092,14/05/2025,Blocked,Active
TransportCo93,AB0000092,21/05/2025,Active,Blocked
TransportCo93,AB0000092,04/06/2025,Blocked,Active
TransportCo94,AB0000093,01/01/2025,Active,Blocked
TransportCo94,AB0000093,15/01/2025,Blocked,Active
TransportCo94,AB0000093,29/01/2025,Active,Blocked
TransportCo94,AB0000093,12/02/2025,Blocked,Active
TransportCo94,AB0000093,19/02/2025,Active,Blocked
TransportCo94,AB0000093,05/03/2025,Blocked,Active
TransportCo94,AB0000093,26/03/2025,Active,Blocked
TransportCo94,AB0000093,16/04/2025,Blocked,Active
TransportCo94,AB0000093,30/04/2025,Active,Blocked
TransportCo94,AB0000093,21/05/2025,Blocked,Active
TransportCo94,AB0000093,28/05/2025,Active,Blocked
TransportCo94,AB0000093,18/06/2025,Blocked,Active
TransportCo94,AB0000093,02/07/2025,Active,Blocked
TransportCo95,AB0000094,01/01/2025,Blocked,Active
TransportCo95,AB0000094,15/01/2025,Active,Blocked
TransportCo95,AB0000094,22/01/2025,Blocked,Active
TransportCo95,AB0000094,12/02/2025,Active,Blocked
TransportCo95,AB0000094,05/03/2025,Blocked,Active
TransportCo96,AB0000095,01/01/2025,Active,Blocked
TransportCo96,AB0000095,15/01/2025,Blocked,Active
TransportCo96,AB0000095,22/01/2025,Active,Blocked
TransportCo97,AB0000096,01/01/2025,Blocked,Active
TransportCo97,AB0000096,15/01/2025,Active,Blocked
TransportCo97,AB0000096,22/01/2025,Blocked,Active
TransportCo97,AB0000096,05/02/2025,Active,Blocked
TransportCo97,AB0000096,12/02/2025,Blocked,Active
TransportCo97,AB0000096,19/02/2025,Active,Blocked
TransportCo97,AB0000096,05/03/2025,Blocked,Active
TransportCo97,AB0000096,19/03/2025,Active,Blocked
TransportCo98,AB0000097,01/01/2025,Blocked,Active
TransportCo98,AB0000097,22/01/2025,Active,Blocked
TransportCo98,AB0000097,05/02/2025,Blocked,Active
TransportCo98,AB0000097,12/02/2025,Active,Blocked
TransportCo98,AB0000097,26/02/2025,Blocked,Active
TransportCo98,AB0000097,12/03/2025,Active,Blocked
TransportCo98,AB0000097,02/04/2025,Blocked,Active
TransportCo98,AB0000097,09/04/2025,Active,Blocked
TransportCo99,AB0000098,01/01/2025,Blocked,Active
TransportCo99,AB0000098,15/01/2025,Active,Blocked
TransportCo99,AB0000098,29/01/2025,Blocked,Active
TransportCo99,AB0000098,05/02/2025,Active,Blocked
TransportCo99,AB0000098,12/02/2025,Blocked,Active
TransportCo99,AB0000098,05/03/2025,Active,Blocked
TransportCo99,AB0000098,19/03/2025,Blocked,Active
TransportCo100,AB0000099,01/01/2025,Active,Blocked
